Unnamed: 0,labels,headline,__index_level_0__
1574,1,family has extremely lax standards for who gets to be called aunt,1446
3662,0,billy joel has billy joel's disease,9534
777,2,senate intelligence committee confirms from testimony that donald trump jr. has no knowledge,1020
199,0,hypochondriac maple tree always convinced it has asian longhorn beetles,705
8614,2,ron paul withholding presidential endorsement until true libertarian candidate enters race,5324
2364,2,police outside convention hoping for opportunity to take swing at george washington impersonator,1866
10083,1,mom wants to know if the people who live in your apartment building are nice,6147
8875,1,parents trying to gauge if son complete idiot before deciding whether to move to better school district,5460
7762,1,report: gross-ass gourd all bumpy and shit,4842
6580,0,employees annoyed at having to attend 3-hour-long sexual seduction training,10675
3658,1,new hobby sucks,2574
7562,2,"snl audience moved to tears by soulful, end-of-episode piano music",11018
4351,2,qaddafi asks closest advisers if they think he's a bad person,2956
5825,1,unclear if grandma just friends with 81-year-old widowed man,3742
6127,1,savings passed on to local woman,3914
8862,1,child blissfully unaware of motel swimming pool's sordid past,11519
1527,0,homosexuality only thing parents can accept about son,1419
910,1,new study reveals majority of americans want,1103
8300,0,royal wedding photographer feeling pretty guilty about time he ran princess di off road,5152
8711,1,"suburban family invests hopes, dreams in gas grill",5380
130,0,600-pound butter cow sculpture wins iowa caucus,13345
1793,2,fan-favorite first season of bush administration released on dvd,1558
10806,2,alex jones pleads with sandy hook parents to imagine pain an expensive lawsuit would cause him,6515
9694,0,asthmatic child tired of hearing list of famous asthmatics,5924
9341,2,"calm, measured trump hard at work after freak accident leaves him with railroad spike lodged in skull",5725
9256,1,supposed 'game of thrones' buff hasn't even finished books yet,11658
5405,0,morning after morning after pill re-impregnates guilt-ridden women,3523
7233,1,name of gay bar should have been clearer,4542
13083,2,senate republicans seek to delay kavanaugh vote until accuser properly smeared,7814
5152,2,james holmes shows up to court wearing glasses with eyeballs dangling out on springs,3400
13222,1,courtroom artist clearly infatuated with bailiff,13199
11368,2,'new york times' publisher reveals asking trump to decrease anti-media rhetoric except against those fuckers at 'the washington post',6835
12309,1,man gets all the way to hospital just to find out wife will be fine,12844
7665,2,peruvian shockingly knowledgeable about u.s. history,11056
9925,0,archaeologists discover ancient femur that could make mouthwatering broth,6050
3794,1,freelancer loves being able to barely scrape by livelihood on own schedule,2652
12882,1,hundreds of people who will die before christmas really excited for holiday season,13063
6975,0,"former marine sniper slapped with 3,000-yard restraining order",10803
7674,0,'squi' rockets to most popular baby name of 2018,11058
7792,1,"they might be giants behind the music episode lacks sex, drugs",11103
6707,2,delta blues poised for biggest revival since 1915,10723
7896,0,white supremacist living fulfilling racist life since getting kicked offline,292
4112,0,aaa member pulled first from car crash,2836
4802,0,college allowing students individual commencement speakers to make ceremony acceptable for all,9970
11787,2,secret service agent learning a lot from malia's '18th century european history' seminar,12652
6200,2,secretary cracks under administration of third raspberry margarita,10521
4180,2,studio admits entire israeli-palestinian conflict just marketing campaign for 'you don't mess with the zohan' that got out of hand,2870
13241,2,bill cosby announces dates for u.s. college commencement tour,13207
9859,1,boyfriend forced to express secondhand outrage,6017
8216,0,heartless dutch curators put deranged scrawlings of mentally ill suicide victim on full display for world to mock,11258
7807,0,nasa to send earth into space,11109
11194,2,"cia chief admits to torture after six-hour beating, electrocution",6729
1318,1,5-year-old at underfunded kindergarten enjoying last few weeks before achievement gap kicks in,1318
3924,2,no one speculating about family matters series finale,2730
8464,0,nation's deans meet to discuss problem of college girls going wild,5245
4675,0,microsoft word now includes squiggly blue line to alert writer when word is too advanced for mainstream audience,9922
416,1,man bragging about how infrequently he receives dental care,8280
5883,0,all-knowing invisible hand of free market once again guides millions in profits to nation's bead stores,10389
11215,1,student fills in new essay portion of sat with all c's,12440
3016,0,pope beatifies god in important step toward sainthood,2228
8321,1,whole museum visit spent feeling guilty about moving on from paintings,11294
7013,1,man treats mother to detail about his personal life,4418
10552,1,literary study finds all modern narratives derived from classic 'alien vs. predator' conflict,12178
60,2,south dakota asked to water north dakota's crops over the weekend,8144
7897,0,god admits he was in pretty bad place while creating universe,4925
9368,0,crime scene forensic investigator reminds officers to stop shooting at dead body under sheet,5743
10814,2,romney frantically figuring out how tax plan could actually work after realizing he might win election,356
5346,2,resolute congress passes second amendment again,10170
12822,2,hundreds of miniature sean hannitys burst from roger ailes' corpse,13037
7301,1,mom in nightgown mode,4584
443,1,the elderly: do they suspect?,837
13210,1,"alignment of 6,071 completely independent variables necessary for man to feel okay",266
2609,0,local woman dies of lost cell phone,2006
3068,2,silvio berlusconi gets penis stuck in wine bottle stuck in prostitute,9305
4546,0,spacex reveals all 400 dogs on falcon rocket failed to survive trip,9869
3274,0,study finds 70% of bingo winners end up prizeless within 5 years,2362
4474,1,smooth operator also forklift operator,9839
1213,0,kevin bacon talking about his band approved as prescription sedative,8589
11821,0,new 'aspershirt' relieves torso pain,12664
4760,1,military recruiter upset area man hasn't called him back,9955
7805,0,shamefaced man stands stock-still as acquaintance zips up backpack for him,11108
12810,2,"increasingly obsessed robert mueller forces wife to dye hair blond, dress like ivanka",7664
425,0,god shoots himself while cleaning gun,826
1943,2,nation letting itself have few moments of celebration before returning to horrifying reality of violent extremism,8878
6748,0,supreme court gets free box of shoes after mentioning nike in ruling,4253
8098,2,rumsfeld makes jerk-off motions as powell speaks at cabinet meeting,5038
10462,0,budget woes force heaven to reduce eternal life to 500 billion years,12136
2831,1,so-called 'atheist' doesn't even barge into churches screaming 'you're all brainwashed fools',9210
1560,0,new ronco food exposer spoils food overnight,1441
4533,0,300 naked women feared lost in computer crash,3066
1662,2,fred durst spray paints 'limp bizkit' on bridge,8772
3953,2,trump: 'there is hatred on both sides of my heart',2748
11486,1,former lovers meet in coffee shop for one last cliché,6908
12744,1,man just going to assume apartment has functional carbon monoxide detector somewhere,7630
4527,0,world's leading entomologist calls for someone to get it off,3061
13355,0,insufferable man utters words 'craft beer movement',7960
5375,0,comedy cellar holds night for male comedians to workshop sexual harassment apologies,10184
8640,1,"brother, sister talk on phone to make mom happy",11418
2528,2,financial analysts offer to talk about recession for $5,1963
4651,0,spokeswoman gives birth to spokeschild,3125
7862,1,ride mis-pimped,4900
8175,2,historical archives: weekley duel results,5082
949,1,teen male vaguely unnerved by nude pantyhose rack at kmart,1127
597,2,shocking 'game of thrones' finale concludes with arrest of 5 million viewers for piracy,8354
6789,2,part written specifically with sylvia saint in mind,10742
8624,0,report: 80% of queen's 'greatest hits' cds lodged in center console of first car,5333
1872,1,majority of americans thought we already had a moon base,8852
11326,0,"world's 22,000 polar bears forced to share last remaining iceberg",6810
3372,1,study finds chimpanzees only other animal capable of keeping lid on friend's affair,9420
8330,0,study finds over 5 million birds die annually from head-on collisions with clouds,5168
1754,2,giuliani puts odds of trump-mueller interview at 50-65,1543
4927,0,horrible facebook algorithm accident results in exposure to new ideas,3263
